Image,Distance
BP100.png,0.18382060527801514
BP1012_v10.png,0.05933248996734619
BP1012_v12.png,0.03572827950119972
BP1012_v18.png,0.0643315315246582
BP1012_v2.png,0.0425252839922905
BP1012_v21.png,0.07533532381057739
BP1012_v26.png,0.052110180258750916
BP1012_v27.png,0.3295089602470398
BP1012_v5.png,0.078019879758358
BP102.png,0.1776997298002243
BP1022.png,0.28639793395996094
BP1026.png,0.28333723545074463
BP1029.png,0.0930996835231781
BP1045.png,0.14168426394462585
BP1048.png,0.08427362889051437
BP1053.png,0.1533278375864029
BP1057.png,0.16145429015159607
BP1060.png,0.27270886301994324
BP1071.png,0.2578914761543274
BP1094.png,0.10466764867305756
BP1115_v3.png,0.2021251618862152
BP1115_v4.png,0.13224685192108154
BP1115_v5.png,0.15563732385635376
BP1115_v6.png,0.15850523114204407
BP1116_v6.png,0.08999858796596527
BP1131.png,0.1277695894241333
BP1132.png,0.2127799093723297
BP1147.png,0.07683780789375305
BP1148.png,0.12335748970508575
BP1157.png,0.17703863978385925
BP116.png,0.20931580662727356
BP117.png,0.19590964913368225
BP1174.png,0.15824952721595764
BP1184_v6.png,0.1450778841972351
BP1185.png,0.22947314381599426
BP1187_v10.png,0.1439661830663681
BP1187_v18.png,0.1852221041917801
BP1187_v19.png,0.17949797213077545
BP1187_v28.png,0.23295915126800537
BP1187_v8.png,0.20570889115333557
BP119.png,0.22141802310943604
BP1192.png,0.25400295853614807
BP1193.png,0.11631903052330017
BP1200_v13.png,0.06410124897956848
BP1200_v19.png,0.07026949524879456
BP1200_v22.png,0.13166500627994537
BP1200_v27.png,0.13980738818645477
BP1200_v7.png,0.14023427665233612
BP1202_v7.png,0.13159644603729248
BP1245.png,0.20082136988639832
BP125.png,0.14763721823692322
BP1252_v10.png,0.17964810132980347
BP1252_v14.png,0.20793530344963074
BP1252_v19.png,0.12029412388801575
BP1252_v21.png,0.19226443767547607
BP1252_v22.png,0.1404096782207489
BP1255.png,0.1035877913236618
BP1257.png,0.22456474602222443
BP1258_v10.png,0.13339081406593323
BP1258_v15.png,0.2707879841327667
BP1258_v16.png,0.20088857412338257
BP1258_v17.png,0.06366825848817825
BP1258_v22.png,0.2118099182844162
BP1258_v23.png,0.08039243519306183
BP1258_v25.png,0.13881412148475647
BP1261_v4.png,0.29220062494277954
BP1261_v5.png,0.25739121437072754
BP1262_v2.png,0.186924546957016
BP1262_v4.png,0.1817166805267334
BP1262_v5.png,0.17656636238098145
BP1264.png,0.1290837973356247
BP1266.png,0.2300909161567688
BP1268_v11.png,0.17607790231704712
BP1268_v14.png,0.17657995223999023
BP1268_v17.png,0.23922139406204224
BP1268_v21.png,0.1521105170249939
BP1268_v6.png,0.12529326975345612
BP1271.png,0.2388317584991455
BP1273.png,0.16911613941192627
BP1275_v2.png,0.1847771406173706
BP1275_v7.png,0.2040863335132599
BP1279.png,0.22452956438064575
BP130.png,0.11944003403186798
BP132.png,0.18225225806236267
BP134.png,0.17524540424346924
BP14.png,0.2478310614824295
BP153.png,0.2668039798736572
BP156.png,0.11338271200656891
BP157.png,0.16907428205013275
BP159.png,0.2039903700351715
BP16.png,0.1251426339149475
BP161.png,0.08813375234603882
BP162.png,0.10654376447200775
BP167.png,0.19022351503372192
BP171.png,0.15856602787971497
BP174.png,0.15439511835575104
BP176.png,0.24352657794952393
BP182.png,0.30334699153900146
BP184.png,0.27432548999786377
BP191.png,0.13851679861545563
BP192.png,0.13896998763084412
BP193.png,0.15631601214408875
BP197.png,0.1672295331954956
BP2.png,0.10845443606376648
BP201.png,0.19416701793670654
BP205.png,0.14459003508090973
BP209.png,0.16147024929523468
BP216.png,0.25961655378341675
BP217.png,0.14651182293891907
BP223.png,0.15149067342281342
BP225.png,0.27966368198394775
BP230.png,0.1737852394580841
BP233.png,0.1456409990787506
BP237.png,0.1925945281982422
BP240.png,0.1641661673784256
BP264.png,0.02517058327794075
BP273.png,0.019786186516284943
BP277.png,0.045259613543748856
BP281.png,0.16228577494621277
BP288.png,0.12802162766456604
BP290.png,0.24386775493621826
BP3.png,0.06864263117313385
BP311.png,0.2672080099582672
BP314.png,0.1751583218574524
BP317.png,0.2075001299381256
BP319.png,0.13081485033035278
BP329.png,0.16969668865203857
BP335.png,0.24607425928115845
BP337.png,0.18906301259994507
BP344_v3.png,0.15299594402313232
BP344_v6.png,0.1506418138742447
BP350.png,0.13160786032676697
BP352_v5.png,0.2989500164985657
BP352_v6.png,0.15383955836296082
BP352_v7.png,0.2069016993045807
BP356_v1.png,0.2050204575061798
BP356_v2.png,0.2114233672618866
BP359.png,0.20023079216480255
BP365.png,0.11510036885738373
BP370.png,0.14439657330513
BP376.png,0.3063061833381653
BP379_v1.png,0.2809174060821533
BP379_v14.png,0.0996207743883133
BP379_v16.png,0.15069842338562012
BP379_v28.png,0.08654458820819855
BP379_v7.png,0.13692496716976166
BP390.png,0.2093174159526825
BP393.png,0.2115427553653717
BP43.png,0.1931532323360443
BP44.png,0.2503178119659424
BP48.png,0.2446439266204834
BP551.png,0.1893770694732666
BP557.png,0.17774930596351624
BP559_v4.png,0.08922094851732254
BP559_v6.png,0.1285405308008194
BP61.png,0.21472719311714172
BP64.png,0.16402387619018555
BP68.png,0.2528795003890991
BP70.png,0.21245890855789185
BP80.png,0.260681688785553
BP818.png,0.2121761292219162
BP82.png,0.16468799114227295
BP847.png,0.1808701753616333
BP860_v3.png,0.132239431142807
BP860_v5.png,0.1006413921713829
BP88.png,0.299289733171463
BP899.png,0.27020615339279175
BP9.png,0.22413113713264465
BP903.png,0.18845628201961517
BP904.png,0.14810878038406372
BP905.png,0.26930832862854004
BP917_v2.png,0.24645377695560455
BP917_v3.png,0.2279207855463028
BP917_v4.png,0.2041454315185547
BP917_v7.png,0.24473001062870026
BP924.png,0.31786996126174927
BP942.png,0.1661054641008377
BP946.png,0.15645858645439148
BP951.png,0.23244503140449524
BP957.png,0.11641204357147217
BP97.png,0.17857229709625244
BP975.png,0.10798951983451843
BP99.png,0.1887437105178833
BP997_v1.png,0.11358954757452011
BP997_v15.png,0.11285072565078735
BP997_v17.png,0.13474847376346588
BP997_v22.png,0.12856145203113556
BP997_v26.png,0.1398008018732071
BP997_v27.png,0.16961364448070526
BP997_v4.png,0.15621033310890198
BP997_v8.png,0.11129406094551086
BP998_v10.png,0.13990002870559692
BP998_v13.png,0.0719422996044159
BP998_v14.png,0.10629479587078094
BP998_v19.png,0.06496794521808624
BP998_v21.png,0.1505611091852188
BP998_v24.png,0.16167059540748596
BP998_v25.png,0.19337818026542664
BP998_v28.png,0.1298845112323761
BP998_v6.png,0.1476968228816986
MEAN,0.1703774924390018
